0,50.39
1,49.63
2,53.49
3,50.98
4,50.09
5,55.87
6,50.41
7,55.75
8,52.08
9,57.04
10,51.8
11,57.86
12,55.51
13,57.06
14,52.79
15,58.2
16,59.11
17,55.57
18,57.41
19,57.5
20,56.08
21,58.08
22,56.62
23,55.56
24,56.88
25,57.4
26,59.38
27,58.94
28,58.17
29,53.43
30,51.65
31,56.45
32,55.45
33,58.34
34,57.09
35,58.43
36,58.38
37,58.35
38,58.44
39,58.29
40,58.87
41,59.87
42,58.43
43,59.61
44,58.78
45,60.1
46,60.66
47,60.8
48,60.16
49,59.91
50,63.39
51,61.66
52,65.83
53,64.93
54,65.39
55,69.28
56,72.01
57,71.1
58,74.73
59,71.38
60,73.62
61,72.97
62,73.81
63,74.83
64,76.27
65,73.14
66,76.89
67,77.85
68,77.76
69,73.34
70,78.04
71,72.29
72,76.38
73,78.14
74,75.54
75,80.06
76,79.83
77,77.88
78,79.04
79,81.55
80,80.07
81,78.43
82,79.97
83,82.88
84,77.64
85,81.62
86,77.39
87,83.18
88,82.76
89,82.13
90,84.76
91,79.72
92,82.23
93,82.79
94,84.01
95,83.3
96,83.3
97,83.82
98,84.32
99,80.47
100,84.08
101,85.92
102,82.37
103,82.84
104,85.54
105,83.17
106,84.15
107,83.73
108,85.39
109,82.36
110,84.7
111,85.8
112,84.57
113,84.33
114,84.31
115,85.77
116,85.23
117,82.8
118,86.06
119,78.93
120,84.33
121,85.47
122,86.48
123,86.08
124,85.43
125,85.97
126,84.98
127,86.81
128,87.38
129,86.17
130,84.2
131,87.11
132,86.77
133,87.61
134,86.81
135,88.01
136,86.62
137,87.51
138,87.65
139,87.12
140,87.5
141,87.67
142,87.58
143,88.47
144,88.8
145,88.93
146,87.2
147,90.64
148,89.46
149,88.45
150,89.61
151,89.26
152,89.21
153,89.99
154,88.64
155,88.48
156,89.93
157,89.74
158,90.52
159,89.64
160,89.78
161,89.25
162,89.91
163,90.19
164,91.11
165,90.57
166,89.86
167,89.77
168,90.88
169,90.15
170,91.04
171,90.87
172,90.62
173,90.44
174,91.08
175,91.78
176,90.5
177,90.56
178,91.06
179,90.16
180,91.09
181,91.38
182,90.92
183,91.16
184,91.51
185,90.89
186,91.1
187,91.27
188,90.84
189,90.84
190,91.51
191,91.08
192,91.29
193,91.14
194,91.16
195,90.64
196,91.58
197,91.63
198,90.85
199,90.88
