0,49.63
0,49.63
1,50.41
2,49.64
3,50.44
4,49.99
5,50.47
6,49.17
7,50.28
8,50.03
9,50.33
10,49.25
11,48.99
12,50.14
13,50.16
14,50.35
15,50.57
16,49.51
17,49.87
18,49.89
19,49.84
20,49.61
21,51.0
22,49.74
23,49.82
24,49.95
25,50.54
26,50.13
27,51.27
28,49.45
29,50.91
30,50.49
31,50.58
32,49.7
33,50.07
34,49.75
35,51.49
36,49.58
37,50.95
38,50.71
39,50.22
40,50.78
41,51.79
42,54.43
43,55.25
44,55.41
45,54.55
46,54.39
47,56.14
48,57.17
49,55.19
50,56.72
51,57.57
52,57.84
53,57.9
54,57.59
55,57.45
56,53.11
57,58.16
58,57.33
59,57.73
60,57.23
61,58.03
62,58.21
63,58.09
64,58.14
65,58.18
66,55.45
67,58.15
68,58.01
69,59.31
70,58.38
71,58.55
72,58.67
73,58.23
74,58.52
75,57.2
76,57.76
77,57.98
78,58.22
79,59.45
80,58.38
81,58.44
82,59.15
83,59.62
84,58.42
85,56.01
86,57.19
87,58.81
88,57.46
89,58.74
90,58.14
91,58.17
92,58.54
93,59.31
94,57.91
95,58.12
96,58.8
97,59.48
98,58.67
99,59.47
100,58.61
101,59.83
102,59.08
103,58.63
104,58.09
105,58.38
106,59.56
107,57.21
108,58.15
109,58.61
110,59.8
111,59.1
112,59.22
113,59.1
114,59.96
115,58.83
116,58.63
117,57.99
118,59.29
119,58.47
120,58.91
121,58.7
122,58.99
123,59.21
124,58.36
125,58.99
126,59.14
127,57.26
128,58.93
129,59.53
130,58.05
131,59.15
132,59.13
133,58.22
134,59.38
135,58.86
136,58.59
137,59.84
138,59.04
139,59.34
140,59.0
141,59.1
142,59.26
143,59.15
144,58.88
145,58.92
146,58.86
147,59.72
148,58.84
149,57.84
150,59.0
151,59.34
152,58.86
153,58.31
154,60.23
155,59.97
156,59.21
157,59.77
158,58.94
159,59.57
160,58.45
161,59.28
162,59.32
163,59.7
164,59.68
165,59.18
166,58.91
167,59.73
168,60.02
169,59.73
170,59.58
171,59.54
172,59.65
173,59.94
174,60.48
175,60.3
176,59.45
177,59.71
178,60.39
179,58.83
180,59.14
181,59.52
182,59.36
183,59.48
184,58.97
185,60.46
186,60.17
187,59.26
188,60.02
189,59.11
190,59.28
191,59.34
192,59.49
193,58.88
194,58.82
195,60.49
196,59.37
197,59.95
198,59.06
199,59.81
