0,53.91
1,59.33
2,58.63
3,57.37
4,59.63
5,59.45
6,58.54
7,59.39
8,58.61
9,58.96
10,59.11
11,58.82
12,58.13
13,59.0
14,59.57
15,59.18
16,59.05
17,59.07
18,59.7
19,59.19
20,59.38
21,59.36
22,60.03
23,59.24
24,58.89
25,59.74
26,58.59
27,59.55
28,59.16
29,59.76
30,60.3
31,59.46
32,59.73
33,59.88
34,59.34
35,58.62
36,57.76
37,59.22
38,59.69
39,59.84
40,59.91
41,60.65
42,58.98
43,60.09
44,58.12
45,59.44
46,61.16
47,59.43
48,58.81
49,59.41
50,60.08
51,60.14
52,59.73
53,58.92
54,59.86
55,58.89
56,59.68
57,60.66
58,60.03
59,59.67
60,60.44
61,60.48
62,61.34
63,60.46
64,59.87
65,60.98
66,59.47
67,60.83
68,60.27
69,60.93
70,61.02
71,61.62
72,61.59
73,60.17
74,61.32
75,61.61
76,61.43
77,59.09
78,61.77
79,61.54
80,60.05
81,61.96
82,61.9
83,62.57
84,60.92
85,61.02
86,61.69
87,62.99
88,61.84
89,63.42
90,64.11
91,62.07
92,60.94
93,62.89
94,62.77
95,64.59
96,64.04
97,63.76
98,66.2
99,63.08
100,66.73
101,66.7
102,67.59
103,65.25
104,68.64
105,68.53
106,69.87
107,68.99
108,71.45
109,71.67
110,72.39
111,72.26
112,70.7
113,73.13
114,73.47
115,73.95
116,74.22
117,72.75
118,75.27
119,73.24
120,74.81
121,74.31
122,74.61
123,75.73
124,75.83
125,69.99
126,75.06
127,76.37
128,75.2
129,75.66
130,76.41
131,76.43
132,78.22
133,74.67
134,75.38
135,78.28
136,77.27
137,79.66
138,78.52
