0,55.6
1,58.73
2,58.01
3,59.4
4,58.68
5,59.32
6,59.85
7,59.45
8,59.63
9,56.56
10,58.98
11,59.59
12,58.75
13,59.29
14,59.11
15,59.08
16,58.78
17,58.47
18,59.31
19,59.63
20,60.16
21,59.43
22,59.31
23,60.08
24,59.29
25,59.58
26,59.78
27,59.43
28,60.36
29,59.96
30,58.89
31,60.29
32,61.15
33,60.5
34,60.22
35,60.75
36,57.58
37,61.99
38,61.49
39,62.9
40,65.08
41,66.44
42,62.24
43,67.63
44,69.68
45,69.11
46,69.26
47,71.17
48,74.35
49,74.1
50,75.04
51,76.45
52,77.59
53,79.0
54,80.98
55,78.8
56,80.29
57,82.27
58,78.71
59,82.54
60,81.01
61,84.03
62,84.21
63,81.42
64,84.43
65,84.64
66,82.58
67,84.54
68,84.91
69,84.9
70,85.29
71,85.03
72,84.01
73,86.21
74,86.37
75,85.92
76,86.78
77,87.33
78,86.78
79,88.01
80,88.09
81,87.57
82,86.11
83,87.66
84,87.73
85,86.82
86,87.2
87,87.58
88,88.92
89,88.63
90,87.17
91,89.87
92,88.69
93,88.1
94,87.48
95,87.68
96,90.14
97,89.81
98,89.7
99,89.15
100,90.41
101,89.71
102,88.04
103,90.43
104,89.57
105,87.05
106,90.4
107,89.33
108,86.63
109,88.44
110,91.08
111,90.02
112,89.56
113,89.58
114,89.86
115,90.04
116,90.06
117,91.04
118,91.58
119,91.57
120,89.66
121,91.2
122,92.46
123,90.61
124,90.99
125,89.52
126,91.06
127,92.05
128,91.72
129,91.69
130,92.0
131,91.41
132,92.02
133,91.19
134,93.06
135,90.43
136,92.11
137,91.11
138,93.15
139,90.94
140,91.5
141,92.24
142,91.17
143,92.63
144,92.87
145,91.41
146,93.5
147,93.2
148,92.01
149,92.4
150,92.2
